;;Winner Rank Points;prev_rank;perc;;;
2017;Yusuke Takahashi;1556;142;995.77%;;;
2017;Yusuke Watanuki;70;80;-12.50%;;;
2017;Yuta Shimizu;10;1;900.00%;;;
2017;Yuto Sakai;2;(null);(null);;;
2017;Yuuki Tanaka;2514;1544;62.82%;;;
2017;Yuuya Kibi;1012;3737;-72.92%;;;
2017;Yuval Keren;0;0;(null);;;
2017;Yuxuan Zhang;872;3553;-75.46%;;;
2017;Zach Itzstein;2;(null);(null);;;
2017;Zarina Diyas;14874;10797;37.76%;;;
2017;Zdenek Kolar;4387;2079;111.01%;;;
2017;Ze Zhang;6891;8932;-22.85%;;;
2017;Zeel Desai;245;30;716.67%;;;
2017;Zeke Clark;20;(null);(null);;;
2017;Zeynep  Sena Sarioglan;0;0;(null);;;
2017;Zeynep Sonmez;0;(null);(null);;;
2017;Zhanlan Wei;396;337;17.51%;;;
2017;Zhaoxuan Yang;689;3924;-82.44%;;;
2017;Zhe Li;2639;4629;-42.99%;;;
2017;Zhibek Kulambayeva;28;0;(null);;;
2017;Zhima Du;4;(null);(null);;;
2017;Zhizhen Zhang;519;238;118.07%;;;
2017;Zhou Mingjun;0;0;(null);;;
2017;Zhuoma Ni Ma;47;(null);(null);;;
2017;Zihao Xia;248;85;191.76%;;;
2017;Zinovia Vaneva;6;0;(null);;;
2017;Ziyue Sun;122;(null);(null);;;
2017;Zoe Hives;856;55;1456.36%;;;
2017;Zoe Kruger;17;0;(null);;;
2017;Zorica Spasojevic;0;(null);(null);;;
2017;Zoziya Kardava;0;(null);(null);;;
2017;Zuzana Zlochova;74;1839;-95.98%;;;
2018;Abbie Myers;1500;310;383.87%;;;
2018;Abhinav Sanjeev Shanmugam;12;3;300.00%;;;
2018;Abigail Tere Apisah;1827;2023;-9.69%;;;
2018;Adam Pavlasek;6553;8939;-26.69%;;;
2018;Adela Jarosova;0;(null);(null);;;
2018;Adelina Baravi;11;(null);(null);;;
2018;Adithya Karunaratne;39;0;(null);;;
2018;Adrian Bodmer;137;44;211.36%;;;
2018;Adrian Mannarino;38845;29383;32.20%;;;
2018;Adrian Menendez Maceiras;16590;10676;55.40%;;;
2018;Adrian Oetzbach;1;(null);(null);;;
2018;Adrian Ungur;59;1496;-96.06%;;;
2018;Adriana Rajkovic;0;(null);(null);;;
2018;Adriana Senkarova;0;(null);(null);;;
2018;Adrien Bossel;171;315;-45.71%;;;
2018;Adrienn Nagy;21;(null);(null);;;
2018;Agathe Timsit;0;(null);(null);;;
2018;Agnes Bukta;1595;2867;-44.37%;;;
2018;Agnieszka Radwanska;9113;72520;-87.43%;;;
2018;Agustin Velotti;507;2284;-77.80%;;;
2018;Agustina Chlpac;0;0;(null);;;
2018;Agustina Rimoldi Godoy;0;(null);(null);;;
2018;Ah Song;0;(null);(null);;;
2018;Ai Kamiyoshihara;0;(null);(null);;;
2018;Aidan Mchugh;622;3269;-80.97%;;;
2018;Aiko Yoshitomi;222;255;-12.94%;;;
2018;Aimee Tarun;3;0;(null);;;
2018;Ainhoa Atucha Gomez;48;165;-70.91%;;;
2018;Aisam Ul Haq Qureshi;0;0;(null);;;
2018;Aisha Niyonkuru;0;(null);(null);;;
2018;Aisling Oconnor;0;(null);(null);;;
2018;Ajla Tomljanovic;22884;7119;221.45%;;;
2018;Akari Inoue;6;76;-92.11%;;;
2018;Akgul Amanmuradova;353;1274;-72.29%;;;
2018;Akiho Kakuya;9;14;-35.71%;;;
2018;Akiko Okuda;4;3;33.33%;;;
2018;Akiko Omae;493;3012;-83.63%;;;
2018;Akilah James;73;199;-63.32%;;;
2018;Akira Santillan;4308;11702;-63.19%;;;
2018;Alana Tuayeva;0;(null);(null);;;
2018;Alba Carrillo Marin;572;305;87.54%;;;
2018;Albano Olivetti;1101;1602;-31.27%;;;
2018;Albert Ramos;32290;40310;-19.90%;;;
2018;Alberto Lim;6;0;(null);;;
2018;Alberto Romero De Avila Senise;92;(null);(null);;;
2018;Albina Khabibulina;67;566;-88.16%;;;
2018;Aldila Sutjiadi;801;18;4350.00%;;;
2018;Aldin Setkic;4673;5653;-17.34%;;;
2018;Alejandro Davidovich Fokina;4011;224;1690.63%;;;
2018;Alejandro Gomez Gb42;850;464;83.19%;;;
2018;Alejandro Gonzalez;3300;1669;97.72%;;;
2018;Alejandro Moro Canas;0;(null);(null);;;
2018;Aleksandar Vukic;1753;392;347.19%;;;
2018;Aleksandr Nedovyesov;7156;5036;42.10%;;;
2018;Aleksandra Buczynska;0;(null);(null);;;
2018;Aleksandra Krunic;11766;23918;-50.81%;;;
2018;Aleksandra Kulik;57;0;(null);;;
2018;Aleksandra Kuznetsova;0;(null);(null);;;
2018;Aleksandra Pitak;5;0;(null);;;
2018;Aleksandra Pospelova;184;560;-67.14%;;;
2018;Aleksandra Stosic;0;(null);(null);;;
2018;Aleksandra Wozniak;139;2516;-94.48%;;;
2018;Aleksandrina Naydenova;1410;2051;-31.25%;;;
2018;Alen Avidzba;693;(null);(null);;;
2018;Alena Nikishina;0;(null);(null);;;
2018;Alena Tarasova;20;633;-96.84%;;;
2018;Alessandra Mazzola;0;(null);(null);;;
2018;Alessandra Simone;0;(null);(null);;;
2018;Alessandro Bega;1927;1614;19.39%;;;
2018;Alessandro Damiano Ventre;0;(null);(null);;;
2018;Alessandro Giannessi;9151;12453;-26.52%;;;
2018;Alessandro Petrone;163;48;239.58%;;;
2018;Alessia Truden;0;(null);(null);;;
2018;Alesya Yakubovich;0;(null);(null);;;
2018;Alex Bolt;10737;4039;165.83%;;;
2018;Alex De Minaur;37533;5229;617.79%;;;
2018;Alex Molcan;420;363;15.70%;;;
2018;Alex Rybakov;444;392;13.27%;;;
2018;Alexa Graham;99;65;52.31%;;;
2018;Alexa Guarachi;1074;673;59.58%;;;
2018;Alexa Noel;0;(null);(null);;;
2018;Alexa Pirok;72;99;-27.27%;;;
2018;Alexa Pitt;0;(null);(null);;;
2018;Alexandar Lazov;358;1075;-66.70%;;;
2018;Alexander Bublik;10257;15471;-33.70%;;;
2018;Alexander Bury;15;5;200.00%;;;
2018;Alexander Crnokrak;2;(null);(null);;;
2018;Alexander Erler;529;(null);(null);;;
2018;Alexander Ritschard;359;16;2143.75%;;;
2018;Alexander Sarkissian;4694;3284;42.94%;;;
2018;Alexander Vasilenko;166;156;6.41%;;;
2018;Alexander Ward;738;1220;-39.51%;;;
2018;Alexander Zhurbin;240;157;52.87%;;;
2018;Alexander Zverev;297395;73870;302.59%;;;
2018;Alexandr Dolgopolov;6330;16928;-62.61%;;;
2018;Alexandr Igoshin;37;49;-24.49%;;;
2018;Alexandra Bozovic;1072;151;609.93%;;;
2018;Alexandra Cadantu;5166;7249;-28.73%;;;
2018;Alexandra Damaschin;204;(null);(null);;;
2018;Alexandra Dulgheru;4522;3728;21.30%;;;
2018;Alexandra Maria Staiculescu;7;0;(null);;;
2018;Alexandra Mueller;62;110;-43.64%;;;
2018;Alexandra Osborne;0;(null);(null);;;
2018;Alexandra Panova;915;1321;-30.73%;;;
2018;Alexandra Perper;2128;1572;35.37%;;;
2018;Alexandra Petric;0;(null);(null);;;
2018;Alexandra Riley;17;55;-69.09%;;;
2018;Alexandra Silna;0;(null);(null);;;
2018;Alexandra Stevenson;18;62;-70.97%;;;
2018;Alexandra Vagramov;4;0;(null);;;
2018;Alexandra Vecic;0;(null);(null);;;
2018;Alexandra Viktorovitch;0;(null);(null);;;
2018;Alexandra Walters;24;84;-71.43%;;;
2018;Alexandre Muller;2878;713;303.65%;;;
2018;Alexei Popyrin;6995;121;5680.99%;;;
2018;Alexey Vatutin;10191;5747;77.33%;;;
2018;Alexios Halebian;69;231;-70.13%;;;
2018;Alexis Canter;10;(null);(null);;;
2018;Alexis Galarneau;156;0;(null);;;
2018;Alexis Gautier;14;4;250.00%;;;
2018;Ali Collins;0;(null);(null);;;
2018;Aliaksandra Sasnovich;16271;18313;-11.15%;;;
2018;Alice Amendola;0;(null);(null);;;
2018;Alice Balducci;9;99;-90.91%;;;
2018;Alice Garcia;57;0;(null);;;
2018;Alice Gillan;74;14;428.57%;;;
2018;Alice Matteucci;914;1496;-38.90%;;;
2018;Alice Rame;820;515;59.22%;;;
2018;Alice Robbe;0;(null);(null);;;
2018;Alice Tubello;44;0;(null);;;
2018;Alice Vicini;0;(null);(null);;;
2018;Alice Viglianisi;0;(null);(null);;;
2018;Alicia Barnett;440;296;48.65%;;;
2018;Alicia Herrero Linana;46;48;-4.17%;;;
2018;Alicia Smith;14;11;27.27%;;;
2018;Alina Charaeva;0;(null);(null);;;
2018;Alina Granwehr;0;(null);(null);;;
2018;Alina Silich;114;1668;-93.17%;;;
2018;Aliona Bolsova;7325;201;3544.28%;;;
2018;Alisa Axyanova;0;(null);(null);;;
2018;Alise Cernecka;47;0;(null);;;
2018;Alison Bai;1083;539;100.93%;;;
2018;Alison Riske;20931;20442;2.39%;;;
2018;Alison Van Uytvanck;15406;18998;-18.91%;;;
2018;Alize Cornet;23045;25470;-9.52%;;;
2018;Alize Lim;890;3789;-76.51%;;;
2018;Aljaz Bedene;20905;20634;1.31%;;;
2018;Alla Kudryavtseva;249;2251;-88.94%;;;
2018;Allie Kiick;5844;337;1634.12%;;;
2018;Allura Zamarripa;0;(null);(null);;;
2018;Almudena Sanz Llaneza Fernandez;0;3;-100.00%;;;
2018;Alona Fomina;234;854;-72.60%;;;
2018;Alona Smith;19;(null);(null);;;
2018;Altug Celikbilek;631;591;6.77%;;;
2018;Amanda Anisimova;7927;3000;164.23%;;;
2018;Amanda Carreras;0;2129;-100.00%;;;
2018;Amanda Rodgers;480;73;557.53%;;;
2018;Amandine Cazeaux;0;109;-100.00%;;;
2018;Amandine Hesse;5479;3977;37.77%;;;
2018;Amandine Monnot;0;(null);(null);;;
2018;Amber Washington;0;(null);(null);;;
2018;Ambre Feder;0;(null);(null);;;
2018;Amelia Stuart;0;(null);(null);;;
2018;Amelie Intert;14;87;-83.91%;;;
2018;Amina Anshba;4774;1621;194.51%;;;
2018;Aminata Sall;0;(null);(null);;;
2018;Amine Ahouda;30;13;130.77%;;;
2018;Amira Benaissa;0;(null);(null);;;
2018;Amra Sadikovic;607;6232;-90.26%;;;
2018;Amy Bowtell;0;(null);(null);;;
2018;Amy Olivier;0;(null);(null);;;
2018;Amy Zhu;98;59;66.10%;;;
2018;Ana Bogdan;13113;15112;-13.23%;;;
2018;Ana Conde Vendrell;0;(null);(null);;;
2018;Ana Filipa Santos;24;3;700.00%;;;
2018;Ana Giraldi Requena;4;3;33.33%;;;
2018;Ana Konjuh;418;27231;-98.46%;;;
2018;Ana Lantigua De La Nuez;73;0;(null);;;
2018;Ana Paula Melilo;0;(null);(null);;;
2018;Ana Shanidze;0;(null);(null);;;
2018;Ana Sofia Sanchez;1418;3138;-54.81%;;;
2018;Ana Veselinovic;490;2469;-80.15%;;;
2018;Ana Vrljic;384;1198;-67.95%;;;
2018;Anais Defossez;0;0;(null);;;
2018;Anastasia Berezov;0;(null);(null);;;
2018;Anastasia Chikalkina;0;16;-100.00%;;;
2018;Anastasia Detiuc;972;383;153.79%;;;
2018;Anastasia Evgenyevna Nefedova;899;498;80.52%;;;
2018;Anastasia Frolova;840;2498;-66.37%;;;
2018;Anastasia Gasanova;1837;1031;78.18%;;;
2018;Anastasia Grymalska;9705;3180;205.19%;;;
2018;Anastasia Iamachkine;0;0;(null);;;
2018;Anastasia Kharitonova;32;0;(null);;;
2018;Anastasia Kulikova;615;0;(null);;;
2018;Anastasia Kuprina;0;(null);(null);;;
2018;Anastasia Mironova;0;(null);(null);;;
2018;Anastasia Pavlyuchenkova;25002;80120;-68.79%;;;
2018;Anastasia Petrova;0;(null);(null);;;
2018;Anastasia Piangerelli;0;(null);(null);;;
2018;Anastasia Potapova;7922;1807;338.41%;;;
2018;Anastasia Pribylova;2237;2011;11.24%;;;
2018;Anastasia Reimchen;0;(null);(null);;;
2018;Anastasia Shaulskaya;94;(null);(null);;;
2018;Anastasia Sukhotina;115;0;(null);;;
2018;Anastasia Tikhonova;0;(null);(null);;;
2018;Anastasia Vdovenco;220;771;-71.47%;;;
2018;Anastasia Zakharova;16;(null);(null);;;
2018;Anastasia Zarytska;5851;2423;141.48%;;;
2018;Anastasia Zolotareva;0;(null);(null);;;
2018;Anastasija Sevastova;57380;56590;1.40%;;;
2018;Anastasiya Klymenko;0;0;(null);;;
2018;Anastasiya Komardina;357;3438;-89.62%;;;
2018;Anastasiya Kostromitina;0;(null);(null);;;
2018;Anastasiya Poplavska;0;0;(null);;;
2018;Anastasiya Rychagova;0;(null);(null);;;
2018;Anastasiya Shoshyna;1245;983;26.65%;;;
2018;Anastasiya Vasylyeva;1171;2444;-52.09%;;;
2018;Anastazja Rosnowska;0;(null);(null);;;
2018;Anca Craciun;5;0;(null);;;
2018;Andjela Skrobonja;0;(null);(null);;;
2018;Andre Goransson;0;42;-100.00%;;;
2018;Andre Miele;16;26;-38.46%;;;
2018;Andrea Agostina Farulla Di Palma;0;0;(null);;;
2018;Andrea Arnaboldi;8304;6106;36.00%;;;
2018;Andrea Basso;1887;540;249.44%;;;
2018;Andrea Collarini;3935;1565;151.44%;;;
2018;Andrea Gamiz;4054;5685;-28.69%;;;
2018;Andrea Guerrieri;41;6;583.33%;;;
2018;Andrea Hlavackova;36;289;-87.54%;;;
2018;Andrea Ka;325;668;-51.35%;;;
2018;Andrea Lazaro Garcia;1045;0;(null);;;
2018;Andrea Pellegrino;2387;730;226.99%;;;
2018;Andrea Petkovic;14037;19330;-27.38%;;;
2018;Andrea Renee Villarreal;156;150;4.00%;;;
2018;Andrea Vavassori;579;308;87.99%;;;
2018;Andreas Haider Maurer;1406;329;327.36%;;;
2018;Andreas Seppi;27729;11228;146.96%;;;
2018;Andreea Amalia Rosca;7089;416;1604.09%;;;
2018;Andreea Ghitescu;282;114;147.37%;;;
2018;Andreea Prisacariu;125;10;1150.00%;;;
2018;Andreea Velcea;0;(null);(null);;;
2018;Andreia Beberechi;0;0;(null);;;
2018;Andreina Pino;0;0;(null);;;
2018;Andrej Martin;7261;10642;-31.77%;;;
2018;Andres Artunedo Martinavarro;1113;(null);(null);;;
2018;Andres Fernandez Canovas;8;(null);(null);;;
2018;Andres Molteni;0;207;-100.00%;;;
2018;Andrew Harris;1533;135;1035.56%;;;
2018;Andrew Whittington;1217;4223;-71.18%;;;
2018;Andrey Rublev;23846;16123;47.90%;;;
2018;Andrina Peer;11;12;-8.33%;;;
2018;Andy Murray;1040;154010;-99.32%;;;
2018;Ane Mintegi Del Olmo;0;(null);(null);;;
2018;Aneta Kladivova;92;145;-36.55%;;;
2018;Aneta Laboutkova;75;0;(null);;;
2018;Anett Kontaveit;25047;35769;-29.98%;;;
2018;Anette Munozova;58;116;-50.00%;;;
2018;Anfisa Danilchenko;0;0;(null);;;
2018;Ange Oby Kajuru;5;(null);(null);;;
2018;Angela Fita Boluda;85;20;325.00%;;;
2018;Angeles Moreno Barranquero;7;0;(null);;;
2018;Angelica Moratelli;1270;652;94.79%;;;
2018;Angelica Raggi;205;(null);(null);;;
2018;Angelina Gabueva;251;45;457.78%;;;
2018;Angelina Graovac;0;(null);(null);;;
2018;Angelina Shakhraychuk;0;(null);(null);;;
2018;Angelina Zhuravleva;713;169;321.89%;;;
2018;Angelique Kerber;38168;143660;-73.43%;;;
2018;Angelique Svinos;24;228;-89.47%;;;
2018;Anhelina Kalinina;13454;5627;139.10%;;;
2018;Anhzelika Isaeva;91;65;40.00%;;;
2018;Ani Amiraghyan;0;(null);(null);;;
2018;Ani Mijacika;201;578;-65.22%;;;
2018;Ani Vangelova;32;317;-89.91%;;;
2018;Ania Hertel;12;(null);(null);;;
2018;Anika Seneviratne;0;(null);(null);;;
2018;Anita Husaric;18;(null);(null);;;
2018;Anita Sahdiieva;0;(null);(null);;;
2018;Anja Gal;0;(null);(null);;;
2018;Ankita Raina;9810;3984;146.23%;;;
2018;Ann Li;1652;94;1657.45%;;;
2018;Anna Arkadianou;3;(null);(null);;;
2018;Anna Baranovski;0;(null);(null);;;
2018;Anna Blinkova;18006;11916;51.11%;;;
2018;Anna Bondar;4803;537;794.41%;;;
2018;Anna Bowtell;0;0;(null);;;
2018;Anna Danilina;971;84;1055.95%;;;
2018;Anna Gabric;321;63;409.52%;;;
2018;Anna Giulia Remondina;577;949;-39.20%;;;
2018;Anna Iakovleva;11;(null);(null);;;
2018;Anna Kalinskaya;8105;11491;-29.47%;;;
2018;Anna Karolina Schmiedlova;17086;10137;68.55%;;;
2018;Anna Klasen;14;32;-56.25%;;;
2018;Anna Kubareva;333;64;420.31%;;;
2018;Anna Laguza;7;0;(null);;;
2018;Anna Lena Friedsam;180;40;350.00%;;;
2018;Anna Makhorkina;41;4;925.00%;;;
2018;Anna Maria Procacci;0;17;-100.00%;;;
2018;Anna Martemyanova;0;(null);(null);;;
2018;Anna Morgina;2129;2782;-23.47%;;;
2018;Anna Ozerova;0;(null);(null);;;
2018;Anna Popescu;8;(null);(null);;;
2018;Anna Pribylova;700;173;304.62%;;;
2018;Anna Siskova;170;11;1445.45%;;;
2018;Anna Turati;204;17;1100.00%;;;
2018;Anna Ukolova;273;84;225.00%;;;
2018;Anna Ureke;423;30;1310.00%;;;
2018;Anna Zaja;5999;5602;7.09%;;;
2018;Annalisa Calandra;0;(null);(null);;;
2018;Anne Knuettel;0;0;(null);;;
2018;Anne Schaefer;251;0;(null);;;
2018;Anneliese Rose;0;(null);(null);;;
2018;Annick Melgers;0;(null);(null);;;
2018;Anri Nagata;0;(null);(null);;;
2018;Ante Pavic;3722;2103;76.99%;;;
2018;Anthony Jackie Tang;2;(null);(null);;;
2018;Antoine Bellier;115;128;-10.16%;;;
2018;Antoine Cornut Chauvinc;76;(null);(null);;;
2018;Antoine Escoffier;3115;700;345.00%;;;
2018;Antoine Hoang;9579;171;5501.75%;;;
2018;Antonia Lottner;4745;7862;-39.65%;;;
2018;Antonia Samudio;0;(null);(null);;;
2018;Antonio Massara;40;88;-54.55%;;;
2018;Antonio Sancic;0;5;-100.00%;;;
2018;Ao Gai;1697;333;409.61%;;;
2018;Apichaya Runglerdkriangkrai;0;0;(null);;;
2018;Aqeel Khan;2;0;(null);;;
2018;Arabella Koller;3;0;(null);;;
2018;Arantxa Rus;19824;11393;74.00%;;;
2018;Arantxa Sanchez;0;(null);(null);;;
2018;Ari Matsumoto;9;(null);(null);;;
2018;Ariana Arseneault;0;(null);(null);;;
2018;Ariana Chan Baratau;0;(null);(null);;;
2018;Ariana Rahmanparast;0;0;(null);;;
2018;Arianne Hartono;222;0;(null);;;
2018;Arina Gabriela Vasilescu;185;24;670.83%;;;
2018;Arina Kuznetsova;0;(null);(null);;;
2018;Arina Rodionova;14743;11490;28.31%;;;
2018;Arina Solomatina;0;(null);(null);;;
2018;Arina Taluenko;0;(null);(null);;;
2018;Arjun Kadhe;1625;(null);(null);;;
2018;Arlinda Rushiti;222;259;-14.29%;;;
2018;Aron Hiltzik;7;66;-89.39%;;;
2018;Artem Dubrivnyy;357;(null);(null);;;
2018;Artem Smirnov;285;774;-63.18%;;;
2018;Arthur De Greef;5501;11620;-52.66%;;;
2018;Arthur Rinderknech;337;(null);(null);;;
2018;Aryan Goveas;26;(null);(null);;;
2018;Aryna Sabalenka;63891;18571;244.04%;;;
2018;Ashleigh Barty;67628;32773;106.35%;;;
2018;Ashley Chang;0;(null);(null);;;
2018;Ashley Kratzer;4375;1144;282.43%;;;
2018;Ashley Lahey;219;116;88.79%;;;
2018;Ashmitha Easwaramurthi;6;(null);(null);;;
2018;Asia Muhammed;4295;10281;-58.22%;;;
2018;Asia Serafini;0;(null);(null);;;
2018;Aslan Karatsev;1179;1833;-35.68%;;;
2018;Asli Ozcan;0;(null);(null);;;
2018;Astra Sharma;5008;622;705.14%;;;
2018;Astrid Wanja Brune Olsen;9;18;-50.00%;;;
2018;Attila Balazs;5175;3854;34.28%;;;
2018;Aubane Droguet;0;(null);(null);;;
2018;Audrey Albie;2393;2578;-7.18%;;;
2018;Audrey Ann Blakely;0;(null);(null);;;
2018;Aunchisa Chanta;62;(null);(null);;;
2018;Aurora Zantedeschi;0;(null);(null);;;
2018;Aurore Felsenhart;0;(null);(null);;;
2018;Austin Hussey;0;(null);(null);;;
2018;Austin Krajicek;987;5302;-81.38%;;;
2018;Ava Hrastar;0;(null);(null);;;
2018;Avelina Sayfetdinova;0;(null);(null);;;
2018;Axana Mareen;36;0;(null);;;
2018;Axel Michon;35;3219;-98.91%;;;
2018;Aya El Sayed;0;(null);(null);;;
2018;Ayaka Okuno;313;949;-67.02%;;;
2018;Ayano Shimizu;7339;4372;67.86%;;;
2018;Ayla Aksu;2385;7474;-68.09%;;;
2018;Aymet Uzcategui;68;168;-59.52%;;;
2018;Ayumi Koshiishi;153;12;1175.00%;;;
2018;Ayumi Miyamoto;74;4;1750.00%;;;
2018;Aziz Dadabaev;0;0;(null);;;
2018;Aziz Dougaz;111;(null);(null);;;
2018;Azradeniz Comlek;0;0;(null);;;
2018;Baptiste Crepatte;94;(null);(null);;;
2018;Bar Tzuf Botzer;2;(null);(null);;;
2018;Barakat Oyinlomo Quadre;3;(null);(null);;;
2018;Barbara Bonic;454;298;52.35%;;;
2018;Barbara Gatica;1388;2771;-49.91%;;;
2018;Barbara Haas;11016;11337;-2.83%;;;
2018;Barbora Krejcikova;3477;7687;-54.77%;;;
2018;Barbora Matusova;23;0;(null);;;
2018;Barbora Miklova;261;109;139.45%;;;
2018;Barbora Pokorna;0;(null);(null);;;
2018;Barbora Stefkova;1386;2962;-53.21%;;;
2018;Barbora Zahlavova Strycova;25880;70820;-63.46%;;;
2018;Basak Akbas;3;3;0.00%;;;
2018;Basak Eraydin;11778;6882;71.14%;;;
2018;Bastian Malla;526;(null);(null);;;
2018;Beatrice Gumulya;75;82;-8.54%;;;
2018;Beatriz Haddad Maia;5868;20276;-71.06%;;;
2018;Belinda Bencic;22284;12547;77.60%;;;
2018;Belinda Woolcock;59;165;-64.24%;;;
2018;Ben Patael;228;115;98.26%;;;
2018;Benedetta Ivaldi;13;0;(null);;;
2018;Benjamin Bonzi;4339;3724;16.51%;;;
2018;Benjamin Hassan;1812;82;2109.76%;;;
2018;Benjamin Lock;392;162;141.98%;;;
2018;Benjamin Mitchell;158;57;177.19%;;;
2018;Benjamin Pietri;15;(null);(null);;;
2018;Benjamin Sigouin;28;(null);(null);;;
2018;Benoit Paire;33955;24570;38.20%;;;
2018;Berfu Cengiz;2370;942;151.59%;;;
2018;Bernabe Zapata Miralles;5082;1192;326.34%;;;
2018;Bernard Tomic;11737;6581;78.35%;;;
2018;Bernarda Pera;10474;10750;-2.57%;;;
2018;Bernardo Saraiva;28;(null);(null);;;
2018;Betina Tokac;11;3;266.67%;;;
2018;Bettina Pirker;0;(null);(null);;;
2018;Bhuvana Kalva;43;0;(null);;;
2018;Bianca Andreescu;12953;6802;90.43%;;;
2018;Bianca Behulova;0;(null);(null);;;
2018;Bianca Turati;1104;484;128.10%;;;
2018;Bibiane Schoofs;8399;5593;50.17%;;;
2018;Billy Harris;42;(null);(null);;;
2018;Bjorn Fratangelo;15517;17682;-12.24%;;;
2018;Blake Ellis;997;32;3015.63%;;;
2018;Blaz Kavcic;4814;22768;-78.86%;;;
2018;Blaz Rola;7290;8200;-11.10%;;;
2018;Bogdan Bobrov;54;8;575.00%;;;
2018;Bogdan Borza;21;(null);(null);;;
2018;Bojana Jovanovski;70;(null);(null);;;
2018;Bojana Klincov;21;(null);(null);;;
2018;Bojana Marinkov;0;(null);(null);;;
2018;Bojana Marinkovic;1265;1691;-25.19%;;;
2018;Boris Arias;14;(null);(null);;;
2018;Borna Coric;58922;13493;336.69%;;;
2018;Borna Gojo;1182;206;473.79%;;;
2018;Botic van de Zandschulp;136;385;-64.68%;;;
2018;Boyoung Jeong;0;(null);(null);;;
2018;Bradley Klahn;18514;2695;586.98%;;;
2018;Bradley Mousley;1481;1985;-25.39%;;;
2018;Brandon Holt;23;13;76.92%;;;
2018;Brandon Nakashima;0;(null);(null);;;
2018;Brayden Schnur;8890;4279;107.76%;;;
2018;Breana Stampfli;0;0;(null);;;
2018;Brenda Sarahi Baez;0;(null);(null);;;
2018;Brian Tran;0;(null);(null);;;
2018;Britt Geukens;337;837;-59.74%;;;
2018;Brittany Collens;0;(null);(null);;;
2018;Bruno Santanna;337;224;50.45%;;;
2018;Brydan Klein;949;4120;-76.97%;;;
2018;Brynn Boren;94;72;30.56%;;;
2018;Bunyawi Thamchaiwat;2330;878;165.38%;;;
2018;Cagla Buyukakcay;5898;6750;-12.62%;;;
2018;Caijsa Wilda Hennemann;0;(null);(null);;;
2018;Caitlin Whoriskey;141;656;-78.51%;;;
2018;Calvin Hemery;9707;6178;57.12%;;;
2018;Camelia Elena Hristea;3;9;-66.67%;;;
2018;Cameron Morra;0;(null);(null);;;
2018;Cameron Norrie;19815;10388;90.75%;;;
2018;Camila Garcia;0;(null);(null);;;
2018;Camila Giangreco Campiz;885;1810;-51.10%;;;
2018;Camila Giorgi;27104;15394;76.07%;;;
2018;Camila Romero;26;54;-51.85%;;;
2018;Camila Ruiz Diaz;0;(null);(null);;;
2018;Camilla Rosatello;2380;3636;-34.54%;;;
2018;Camilla Scala;557;2225;-74.97%;;;
2018;Camille Sireix;11;6;83.33%;;;
2018;Camilo Ugo Carabelli;820;89;821.35%;;;
2018;Candela Bugnon;12;0;(null);;;
2018;Cannon Kingsley;1;(null);(null);;;
2018;Carina Witthoeft;6224;22456;-72.28%;;;
2018;Carla Girbau Romero;0;(null);(null);;;
2018;Carla Lucero;367;247;48.58%;;;
2018;Carla Suarez Navarro;24177;29858;-19.03%;;;
2018;Carla Touly;0;(null);(null);;;
2018;Carlos Berlocq;13149;17249;-23.77%;;;
2018;Carlos Boluda Purkiss;1141;352;224.15%;;;
2018;Carlos Eduardo Severino;9;42;-78.57%;;;
2018;Carlos Gomez Herrera;1937;620;212.42%;;;
2018;Carlos Taberner;4046;5758;-29.73%;;;
2018;Carlota Martinez Cirez;0;(null);(null);;;
2018;Carlota Molina Megias;6;0;(null);;;
2018;Carmen Schultheiss;58;(null);(null);;;
2018;Carol Young Suh Lee;0;0;(null);;;
2018;Carol Zhao;3402;5338;-36.27%;;;
2018;Carole Monnet;186;0;(null);;;
2018;Carolina Meligeni Rodrigues Alves;1493;2611;-42.82%;;;
2018;Caroline Dolehide;7616;5895;29.19%;;;
2018;Caroline Garcia;91910;81025;13.43%;;;
2018;Caroline Ilowska;0;7;-100.00%;;;
2018;Caroline Romeo;1126;936;20.30%;;;
2018;Caroline Uebelhoer;1111;460;141.52%;;;
2018;Caroline Wozniacki;104823;188315;-44.34%;;;
2018;Carson Branstine;25;0;(null);;;
2018;Casper Ruud;17017;10824;57.22%;;;
2018;Catalina Pella;5477;4558;20.16%;;;
2018;Catherine Cartan Bellis;6748;19838;-65.98%;;;
2018;Catherine Chantraine;141;388;-63.66%;;;
2018;Catherine Harrison;166;20;730.00%;;;
2018;Catherine Leduc;28;13;115.38%;;;
2018;Caty Mcnally;302;22;1272.73%;;;
2018;Celestine Avomo Ella;0;(null);(null);;;
2018;Celine Fritsch;0;0;(null);;;
2018;Cem Ilkel;4776;1946;145.43%;;;
2018;Cemre Anil;200;24;733.33%;;;
2018;Chanel Simmonds;1589;4504;-64.72%;;;
2018;Chanelle Van Nguyen;190;98;93.88%;;;
2018;Chang Liu;211;938;-77.51%;;;
2018;Chanikarn Silakul;25;0;(null);;;
2018;Chantal Sauvant;40;0;(null);;;
2018;Chantal Skamlova;1548;4329;-64.24%;;;
2018;Charlotte Chavatipon;0;(null);(null);;;
2018;Charlotte Roemer;461;94;390.43%;;;
2018;Charmaine Shi Yi Seah;0;0;(null);;;
