tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,tourney_spectators,tourney_revenue
2016-W-WITF-TUR-20A-2016,Antalya $10K,Hard,28,10,154,2686,514266.77
2016-0300,Luxembourg,Hard,32,I,147,3735,697448.71
2016-0405,Japan Open Tokyo,Hard,32,I,150,2801,467233.63
2016-0406,Strasbourg,Clay,32,I,180,3308,676430.07
2016-0528,Linz,Hard,32,I,181,2236,377980.44
2016-0602,New Haven,Hard,32,P,162,3602,550420.91
2016-0656,Quebec City,Hard,32,I,150,2717,487965.4
2016-0703,Stanford,Hard,32,P,159,2450,397972.67
2016-0710,Eastbourne,Grass,64,P,164,6484,1071128.01
2016-0718,Dubai,Hard,32,P,186,3470,864074.84
2016-0804,Charleston,Clay,64,P,170,5728,1266592.77
2016-0806,Montreal,Hard,64,P,166,7173,1385835.6
2016-0825,Tashkent,Hard,32,I,173,4331,557416.86
2016-0894,Bogota,Clay,32,I,171,2109,321054.6
2016-1003,Doha,Hard,64,P,187,7746,857914.63
2016-1005,Rabat,Clay,32,I,157,3781,718140.8
2016-1023,Guangzhou,Hard,32,I,153,3549,723180.86
2016-1024,Seoul,Hard,32,I,153,3170,694944.55
2016-1027,Istanbul,Clay,32,I,172,3737,573615.59
2016-1039,Monterrey,Hard,32,I,176,3155,735292.96
2016-1041,Kuala Lumpur,Hard,32,I,176,3221,745216.78
2016-1048,Bastad,Clay,32,I,159,4268,715758.34
2016-1049,Auckland,Hard,32,I,193,2007,396848.4
2016-1050,Hobart,Hard,32,I,182,3750,741026.17
2016-1051,Stuttgart,Clay,32,P,172,2830,706209.49
2016-1052,Birmingham,Grass,32,P,175,2302,389200.53
2016-1056,Tokyo,Hard,32,P,153,2922,571994.14
2016-1063,Shenzhen,Hard,32,I,193,1793,346723.37
2016-1064,Florianopolis,Hard,32,I,160,2900,629344.35
2016-1067,Katowice,Hard,32,I,170,2491,440412.73
2016-1068,Nurnberg,Clay,32,I,180,3933,1029524.6
2016-1074,Hong Kong,Hard,32,I,181,3913,802422.16
2016-1075,Wuhan,Hard,64,I,173,7499,887650.99
2016-1076,Tianjin,Hard,32,I,181,3357,537297.45
2016-1077,Nanchang,Hard,32,I,160,2802,585594.99
2016-1079,Bucharest,Clay,32,I,165,3076,687011.0
2016-1080,Nottingham,Grass,32,I,158,3222,541222.58
2016-1082,Prague,Clay,32,I,157,3433,565944.45
2016-1086,St. Petersburg,Hard,32,P,185,3520,714004.04
2016-1087,Kaohsiung,Hard,32,I,185,3704,875597.64
2016-1090,Bol,Clay,32,I,148,3705,624797.56
2016-1091,Mallorca,Grass,32,I,175,4223,869550.42
2016-1094,Gstaad,Clay,32,I,165,2621,560442.79
2016-520,Roland Garros,Clay,128,G,191,10241,1582647.05
2016-540,Wimbledon,Grass,128,G,188,9891,1577112.43
2016-560,US Open,Hard,128,G,163,9129,1460382.03
2016-580,Australian Open,Hard,128,G,183,13004,1725074.22
2016-M001,Sydney,Hard,32,P,182,3612,637412.01
2016-M004,Acapulco,Hard,32,I,187,2347,446360.73
2016-M006,Indian Wells,Hard,128,P,177,18086,2292592.04
2016-M007,Miami,Hard,128,P,168,11801,3594553.73
2016-M009,Rome,Clay,64,P,154,6619,1641361.51
2016-M010,'s Hertogenbosch,Grass,32,I,158,2366,449800.02
2016-M014,Moscow,Hard,32,P,147,2574,533060.58
2016-M015,Beijing,Hard,64,P,174,4548,1072766.49
2016-M020,Brisbane,Hard,32,P,193,2731,560253.77
2016-M021,Madrid,Clay,64,P,146,4151,1039686.99
2016-M024,Cincinnati,Hard,64,P,161,5933,703087.16
2016-M035,Washington,Hard,64,I,159,7011,1349469.6
2016-M052,Rio de Janeiro,Clay,32,I,186,3827,837589.31
2020-8888,Atp Cup,Hard,24,A,194,2880,665729.36
2020-0451,Doha,Hard,32,A,194,2773,542084.62
2020-M056,Adelaide,Hard,32,A,195,3248,634762.43
2020-0301,Auckland,Hard,32,A,195,3721,758138.44
2020-580,Australian Open,Hard,128,G,196,9519,1915066.38
2020-9158,Cordoba,Clay,32,A,197,3610,821307.41
2020-0375,Montpellier,Hard,32,A,197,4212,727728.15
2020-0891,Pune,Hard,32,A,197,3041,575084.37
2020-0506,Buenos Aires,Clay,32,A,198,2042,414939.38
2020-0424,New York,Hard,32,A,198,3255,636340.48
2020-0407,Rotterdam,Hard,32,A,198,3412,716412.3
2020-0499,Delray Beach,Hard,32,A,199,3292,664810.29
2020-0496,Marseille,Hard,32,A,199,3665,811938.08
2020-6932,Rio De Janeiro,Clay,32,A,199,3161,578817.55
2020-M004,Acapulco,Hard,32,A,200,3391,829870.04
2020-0495,Dubai,Hard,32,A,200,2628,595235.52
2020-8996,Santiago,Clay,32,A,200,2917,568243.77
2020-M024,Cincinnati Masters,Hard,64,M,201,8320,1564394.7
2020-560,Us Open,Hard,128,G,202,10734,1337114.28
2020-0319,Kitzbuhel,Clay,32,A,203,3824,558098.01
2020-M009,Rome Masters,Clay,64,M,204,6305,1025113.95
2020-0414,Hamburg,Clay,32,A,205,3658,789605.67
2020-520,Roland Garros,Clay,128,G,206,13872,3422422.63
2020-9404,Cologne 1,Hard,32,A,207,3596,662567.22
2020-9408,Sardinia,Clay,32,A,207,2955,612060.03
2020-0568,St Petersburg,Hard,32,A,207,3078,579183.98
2020-9406,Cologne 2,Hard,32,A,208,2843,567484.31
2020-9410,Nur-Sultan,Hard,32,A,209,2639,527046.35
2020-0337,Vienna,Hard,32,A,209,2930,503197.75
2020-0352,Paris Masters,Hard,64,M,210,6605,1660191.83
2020-7434,Sofia,Hard,32,A,211,2999,537007.67
2020-0605,Tour Finals,Hard,8,F,212,931,166089.31
2020-M-DC-2020-QLS-M-ARG-COL-01,Davis Cup QLS R1: ARG vs COL,Clay,4,D,213,350,70396.46
2020-M-DC-2020-QLS-M-AUS-BRA-01,Davis Cup QLS R1: AUS vs BRA,Hard,4,D,213,644,139148.34
2020-M-DC-2020-QLS-M-AUT-URU-01,Davis Cup QLS R1: AUT vs URU,Hard,4,D,213,399,90474.77
2020-M-DC-2020-QLS-M-BEL-HUN-01,Davis Cup QLS R1: BEL vs HUN,Clay,4,D,213,376,79308.11
2020-M-DC-2020-QLS-M-CRO-IND-01,Davis Cup QLS R1: CRO vs IND,Hard,4,D,213,503,104219.66
2020-M-DC-2020-QLS-M-CZE-SVK-01,Davis Cup QLS R1: CZE vs SVK,Clay,4,D,213,227,40664.81
2020-M-DC-2020-QLS-M-GER-BLR-01,Davis Cup QLS R1: GER vs BLR,Hard,4,D,213,549,106508.92
2020-M-DC-2020-QLS-M-JPN-ECU-01,Davis Cup QLS R1: JPN vs ECU,Hard,4,D,213,326,67814.97
2020-M-DC-2020-QLS-M-KAZ-NED-01,Davis Cup QLS R1: KAZ vs NED,Hard,4,D,213,395,80875.23
2020-M-DC-2020-QLS-M-SWE-CHI-01,Davis Cup QLS R1: SWE vs CHI,Hard,4,D,213,359,74024.47
2020-M-DC-2020-QLS-M-USA-UZB-01,Davis Cup QLS R1: USA vs UZB,Hard,4,D,213,412,88694.58
2020-M-DC-2020-WG1-PO-BIH-RSA-01,Davis Cup WG1 PO: BIH vs RSA,Hard,4,D,213,563,114236.03
2020-M-DC-2020-WG1-PO-BOL-DOM-01,Davis Cup WG1 PO: BOL vs DOM,Clay,4,D,213,447,95016.56
2020-M-DC-2020-WG1-PO-LBN-THA-01,Davis Cup WG1 PO: LBN vs THA,Clay,4,D,213,347,69260.7
2020-M-DC-2020-WG1-PO-LTU-POR-01,Davis Cup WG1 PO: LTU vs POR,Hard,4,D,213,341,71642.68
2020-M-DC-2020-WG1-PO-MEX-FIN-01,Davis Cup WG1 PO: MEX vs FIN,Clay,4,D,213,473,91596.75
2020-M-DC-2020-WG1-PO-NOR-BAR-01,Davis Cup WG1 PO: NOR vs BAR,Hard,4,D,213,410,81730.77
2020-M-DC-2020-WG1-PO-PAK-SLO-01,Davis Cup WG1 PO: PAK vs SLO,Grass,4,D,213,417,83261.17
2020-M-DC-2020-WG1-PO-PER-SUI-01,Davis Cup WG1 PO: PER vs SUI,Clay,4,D,213,460,87935.55
2020-M-DC-2020-WG1-PO-TUR-ISR-01,Davis Cup WG1 PO: TUR vs ISR,Clay,4,D,213,340,75004.7
2020-M-DC-2020-WG1-PO-UKR-TPE-01,Davis Cup WG1 PO: UKR vs TPE,Hard,4,D,213,560,110428.95
2020-M-DC-2020-WG1-PO-VEN-NZL-01,Davis Cup WG1 PO: VEN vs NZL,Hard,4,D,213,396,81444.73
2020-M-DC-2020-WG2-PO-CRC-BUL-01,Davis Cup WG2 PO: CRC vs BUL,Hard,4,D,213,365,75112.34
2020-M-DC-2020-WG2-PO-DEN-PUR-01,Davis Cup WG2 PO: DEN vs PUR,Hard,4,D,213,431,87226.55
2020-M-DC-2020-WG2-PO-ESA-JAM-01,Davis Cup WG2 PO: ESA vs JAM,Hard,4,D,213,484,95706.18
2020-M-DC-2020-WG2-PO-GEO-EST-01,Davis Cup WG2 PO: GEO vs EST,Hard,4,D,213,398,78667.77
2020-M-DC-2020-WG2-PO-GUA-TUN-01,Davis Cup WG2 PO: GUA vs TUN,Hard,4,D,213,323,65998.26
2020-M-DC-2020-WG2-PO-INA-KEN-01,Davis Cup WG2 PO: INA vs KEN,Hard,4,D,213,479,98901.58
2020-M-DC-2020-WG2-PO-LAT-EGY-01,Davis Cup WG2 PO: LAT vs EGY,Hard,4,D,213,373,76392.14
2020-M-DC-2020-WG2-PO-MAR-VIE-01,Davis Cup WG2 PO: MAR vs VIE,Clay,4,D,213,458,91150.51
2020-M-DC-2020-WG2-PO-PAR-SRI-01,Davis Cup WG2 PO: PAR vs SRI,Clay,4,D,213,173,35879.62
2020-M-DC-2020-WG2-PO-PHI-GRE-01,Davis Cup WG2 PO: PHI vs GRE,Clay,4,D,213,375,76879.74
2020-M-DC-2020-WG2-PO-POL-HKG-01,Davis Cup WG2 PO: POL vs HKG,Hard,4,D,213,406,81672.03
2020-M-DC-2020-WG2-PO-SYR-ZIM-01,Davis Cup WG2 PO: SYR vs ZIM,Hard,4,D,213,475,96716.51
2020-7485,Antwerp,Hard,32,A,208,1988,390493.12
2021-0499,Delray Beach,Hard,32,A,214,2028,431314.88
2021-9426,Antalya,Hard,32,A,215,3607,695521.03
2021-8998,Great Ocean Road Open,Hard,64,A,216,7927,1102325.39
2021-9428,Murray River Open,Hard,64,A,216,5286,1030897.26
2021-8888,Atp Cup,Hard,12,A,217,1238,267962.71
2021-580,Australian Open,Hard,128,G,218,14059,3062589.0
2021-9158,Cordoba,Clay,32,A,219,3247,677428.88
2021-9460,Singapore,Hard,32,A,219,3524,838382.37
2021-0375,Montpellier,Hard,32,A,219,3184,469322.08
2021-0506,Buenos Aires,Clay,32,A,220,2392,514642.68
2021-0407,Rotterdam,Hard,32,A,220,2393,520553.7
2021-0451,Doha,Hard,32,A,221,2813,458921.42
2021-8996,Santiago,Clay,32,A,221,2268,470258.06
2021-0496,Marseille,Hard,32,A,221,2455,395001.16
2021-0807,Acapulco,Hard,32,A,222,3921,560824.91
2021-0495,Dubai,Hard,64,A,222,7604,1806053.9
2021-0403,Miami Masters,Hard,128,M,223,11178,2495193.8
2021-9481,Cagliari,Clay,32,A,224,3691,785891.44
2021-9462,Marbella,Clay,32,A,224,2496,540243.85
2021-0410,Monte Carlo Masters,Clay,64,M,225,5697,1120668.52
2021-0425,Barcelona,Clay,64,A,226,5700,1050864.78
2021-5053,Belgrade,Clay,32,A,226,2207,485580.46
2021-7290,Estoril,Clay,32,A,227,1751,260485.57
2021-0308,Munich,Clay,32,A,227,2518,521063.66
2021-1536,Madrid Masters,Clay,64,M,228,6712,1600278.66
2021-0416,Rome Masters,Clay,64,M,229,7397,1101220.21
2021-0322,Geneva,Clay,32,A,230,3356,665857.71
2021-7694,Lyon,Clay,32,A,230,2953,560671.09
2021-9512,Belgrade 2,Clay,32,A,231,3284,673010.44
2021-9510,Parma,Clay,32,A,231,4055,737219.19
2021-520,Roland Garros,Clay,128,G,232,15660,1771961.33
2021-0321,Stuttgart,Grass,32,A,233,4231,862953.03
2021-0500,Halle,Grass,32,A,234,4362,728385.33
2021-0311,Queen's Club,Grass,32,A,234,3129,712937.91
2021-0741,Eastbourne,Grass,32,A,235,2757,623831.72
2021-8994,Mallorca,Grass,32,A,235,3738,747644.62
2021-540,Wimbledon,Grass,128,G,236,14566,5002793.97
2021-0316,Bastad,Clay,32,A,237,3541,711023.32
2021-0414,Hamburg,Clay,32,A,237,2656,660270.46
2021-0315,Newport,Grass,32,A,237,3158,766241.7
2021-0314,Gstaad,Clay,32,A,238,2720,575336.88
2021-7480,Los Cabos,Hard,32,A,238,2698,558274.77
2021-0439,Umag,Clay,32,A,238,3330,566722.96
2021-6116,Atlanta,Hard,32,A,239,4047,599869.44
2021-0319,Kitzbuhel,Clay,32,A,239,3704,812837.11
2021-0096,Tokyo Olympics,Hard,64,A,240,4877,967906.48
2021-0418,Washington,Hard,64,A,241,5621,1281668.26
2021-0421,Canada Masters,Hard,64,M,242,5491,1078369.47
2021-0422,Cincinnati Masters,Hard,64,M,243,3680,866015.25
2021-6242,Winston-Salem,Hard,64,A,244,8105,1713451.73
2016-0083,Eckental CH,Hard,32,C,179,3121,630526.35
2016-0091,Kyoto CH,Hard,32,C,187,1928,366147.96
2016-0213,San Luis Potosi CH,Clay,32,C,168,3372,581493.12
2016-0221,Tampere CH,Clay,32,C,159,3355,642279.97
2016-0228,Winnetka CH,Hard,32,C,149,3213,833780.29
2016-0252,Medellin CH,Clay,32,C,173,3933,690937.21
2016-0301,Auckland,Hard,32,A,182,2936,616647.76
2016-0308,Munich,Clay,32,A,157,3300,783624.1
2016-0311,Queen's Club,Grass,32,A,175,3229,707058.32
2016-0314,Gstaad,Clay,32,A,159,2266,473960.2
2016-0315,Newport,Grass,32,A,165,3269,725665.11
2016-0316,Bastad,Clay,32,A,165,2740,678195.18
2016-0319,Kitzbuhel,Clay,32,A,159,3195,663665.87
2016-0321,Stuttgart,Grass,32,A,158,2350,483768.85
2016-0322,Geneva,Clay,32,A,180,3686,763227.92
2016-0328,Basel,Hard,32,A,151,3099,570074.39
2016-0329,Tokyo,Hard,32,A,174,2826,611101.81
2016-0337,Vienna,Hard,32,A,151,1415,276427.27
2016-0341,Metz,Hard,32,A,153,2812,594933.54
2016-0352,Paris Masters,Hard,64,M,179,8536,2298651.21
2016-0360,Marrakech,Clay,32,A,170,3951,873782.92
2016-0363,Knoxville CH,Hard,32,C,152,4022,683588.52
2016-0375,Montpellier,Hard,32,A,156,3328,987673.72
2016-0396,Furth CH,Hard,32,C,148,3539,657294.34
2016-0398,Cherbourg CH,Hard,32,C,187,3688,866278.42
2016-0402,Memphis,Hard,32,A,185,2930,515459.08
2016-0407,Rotterdam,Hard,32,A,185,2882,675437.81
2016-0410,Monte Carlo Masters,Clay,64,M,171,5638,1202356.35
2016-0414,Hamburg,Clay,32,A,165,2679,555226.01
2016-0421,Canada Masters,Hard,64,M,166,5547,840901.05
2016-0425,Barcelona,Clay,64,A,172,6617,1264254.88
2016-0429,Stockholm,Hard,32,A,147,4518,902586.81
2016-0439,Umag,Clay,32,A,159,2903,500915.34
2016-0444,Bratislava CH,Hard,32,C,152,2144,404746.86
2016-0447,Samarkand CH,Clay,32,C,154,2038,334531.73
2016-0448,Szczecin CH,Clay,32,C,150,2642,717900.62
2016-0451,Doha,Hard,32,A,193,2441,611614.51
2016-0460,Heilbronn CH,Clay,32,C,154,3145,641403.64
2016-0467,Aptos CH,Hard,32,C,189,3468,792235.09
2016-0495,Dubai,Hard,32,A,187,3179,458867.95
2016-0496,Marseille,Hard,32,A,186,2735,543943.36
2016-0499,Delray Beach,Hard,32,A,186,3954,858868.26
2016-0500,Halle,Grass,32,A,175,3279,558236.98
2016-0506,Buenos Aires,Clay,32,A,185,2276,442755.23
2016-0526,Braunschweig CH,Clay,32,C,149,3522,587548.52
2016-0533,Sao Paulo,Clay,32,A,187,2441,427277.95
2016-0544,Montevideo CH,Clay,32,C,143,4041,944146.68
2016-0558,Prostejov CH,Clay,32,C,148,2204,453930.4
2016-0568,St. Petersburg,Hard,32,A,153,2719,630328.97
2016-0600,Prague CH,Clay,32,C,158,3289,745787.3
2016-0603,Fergana CH,Hard,32,C,175,3074,645832.82
2016-0637,Champaign CH,Hard,32,C,143,2996,627224.2
2016-0670,Binghamton CH,Hard,32,C,159,3169,641769.1
2016-0686,Scheveningen CH,Clay,32,C,166,3571,767526.34
2016-0692,Tallahassee CH,Clay,32,C,157,2542,559012.92
2016-0695,Dallas CH,Hard,32,C,156,4095,908566.28
2016-0717,Houston,Clay,32,A,170,3200,490697.93
2016-0741,Nottingham,Grass,64,A,164,5158,1007423.03
2016-0773,Bucharest,Clay,32,A,172,3966,738450.63
2016-0783,Segovia CH,Hard,32,C,166,2146,425382.91
2016-0784,Seville CH,Clay,32,C,144,4111,923852.01
2016-0786,Poznan CH,Clay,32,C,165,3123,574481.25
2016-0854,Bergamo CH,Hard,32,C,185,4499,1004491.88
2016-0877,Granby CH,Hard,32,C,160,2650,501091.09
2016-0891,Chennai,Hard,32,A,193,3662,825795.65
2016-1539,Leon CH,Hard,32,C,169,3357,677252.83
2016-1607,Banja Luka CH,Clay,32,C,150,3187,544382.45
2016-1741,Busan CH,Hard,32,C,146,3291,643802.41
2016-1743,Recanati CH,Hard,32,C,159,3929,874787.98
2016-1763,Genova CH,Clay,32,C,144,3572,878837.29
2016-1768,Tiburon CH,Hard,32,C,173,2755,488535.08
2016-1796,St. Brieuc CH,Hard,32,C,169,4213,1040379.12
2016-1797,Ostrava CH,Clay,32,C,157,3358,698802.81
2016-2120,Cordenons CH,Clay,32,C,161,2807,636018.84
2016-2151,Rome CH,Clay,32,C,146,2586,576731.13
2016-2205,Noumea CH,Hard,32,C,193,3587,675379.89
2016-2273,Orleans CH,Hard,32,C,173,1536,291013.95
2016-2278,Taipei CH,Hard,32,C,157,3296,591594.41
2016-3350,Mons CH,Hard,32,C,174,2433,490911.87
2016-3351,Stockton CH,Hard,32,C,174,3688,738539.33
2016-3406,Santiago CH,Clay,32,C,177,2568,514443.49
2016-3463,Milan CH,Clay,32,C,164,3884,624356.52
2016-3473,Como CH,Clay,32,C,163,4163,732496.99
2016-3618,Astana CH,Hard,32,C,166,3637,1000340.72
2016-3626,Alphen aan den Rijn CH,Clay,32,C,144,3090,632511.04
2016-3627,Todi CH,Clay,32,C,149,2591,445299.24
2016-3628,Trnava CH,Clay,32,C,189,3363,620719.95
2016-3824,Bordeaux CH,Clay,32,C,154,2511,433749.58
2016-3834,Izmir CH,Hard,32,C,153,3188,681224.58
2016-3945,San Benedetto del Tronto CH,Clay,32,C,165,3717,742442.3
2016-3967,Karshi CH,Hard,32,C,146,4264,867747.48
2016-3994,Cali CH,Clay,32,C,149,4059,896281.27
2016-4012,Tashkent CH,Hard,32,C,181,2703,449341.03
2016-4042,Toyota CH,Hard,32,C,143,3070,613032.56
2016-5014,Shanghai Masters,Hard,64,M,181,5798,1009964.35
2016-5016,Bucaramanga CH,Clay,32,C,184,2143,417945.88
2016-5047,Bangkok CH,Hard,32,C,193,3580,764507.6
2016-5049,Caltanissetta CH,Clay,32,C,158,3140,825998.19
2016-5057,Rome CH,Hard,32,C,173,2855,582282.3
2016-5067,Savannah CH,Clay,32,C,172,3434,609798.78
2016-5069,Sarasota CH,Clay,32,C,171,1940,386229.04
2016-6014,St Remy de Provence CH,Hard,32,C,144,4341,755552.49
2016-6055,Charlottesville CH,Hard,32,C,179,3220,571617.62
2016-6114,Kazan CH,Hard,32,C,178,3824,731525.83
2016-6116,Atlanta,Hard,32,A,160,3326,750327.92
2016-6120,Nice,Clay,32,A,180,3056,817571.24
2016-6156,Marburg CH,Clay,32,C,188,3538,650606.4
2016-6204,Ortisei CH,Hard,32,C,152,3453,669070.44
2016-6239,Quimper CH,Hard,32,C,176,3885,687483.46
2016-6242,Winston-Salem,Hard,64,A,162,5202,712984.37
2016-6244,Le Gosier CH,Hard,32,C,170,3419,782821.01
2016-6250,Barranquilla CH,Clay,32,C,144,3260,540980.73
2016-6256,Santos CH,Clay,32,C,153,2422,545804.94
2016-6284,Guadalajara CH,Hard,32,C,178,3231,622195.63
2016-6307,Campinas CH,Clay,32,C,174,2728,542326.41
2016-6313,Shanghai CH,Hard,32,C,144,3287,673076.9
2016-6486,Irving CH,Hard,32,C,178,2618,505460.71
2016-6490,Kaohsiung CH,Hard,32,C,153,3935,668340.49
2016-6492,Sao Paulo CH,Clay,32,C,172,2455,392262.12
2016-6572,Anning CH,Clay,32,C,157,4095,861814.1
2016-6579,Lima CH,Clay,32,C,151,2040,420990.4
2016-6590,Sibiu CH,Clay,32,C,153,3502,654687.39
2016-6757,Blois CH,Clay,32,C,175,3537,695642.26
2016-6787,Portoroz CH,Hard,32,C,189,4002,836367.0
2016-6795,Liberec CH,Clay,32,C,160,2840,548767.1
2016-6809,Meerbusch CH,Clay,32,C,161,3439,681596.19
2016-6857,Mouilleron-Le-Captif CH,Hard,32,C,152,2337,478977.52
2016-6865,Traralgon CH,Hard,32,C,151,3710,680421.86
2016-6911,Andria CH,Hard,32,C,145,2079,425459.59
2016-6961,New Delhi CH,Hard,32,C,186,2935,643948.83
2016-6963,Morelos CH,Hard,32,C,186,2744,493693.49
2016-6965,Guangzhou CH,Hard,32,C,178,4904,1177177.15
2016-6967,Shenzhen,Hard,32,A,173,4463,976049.59
2016-7004,Shenzhen CH,Hard,32,C,168,3738,596680.49
2016-7009,Aix en Provence CH,Clay,32,C,146,3810,729746.38
2016-7011,Gimcheon CH,Hard,32,C,159,3375,782689.76
2016-7015,Vicenza CH,Clay,32,C,191,3348,769196.67
2016-7021,Mestre CH,Clay,32,C,180,4277,1144423.86
2016-7025,Mohammedia CH,Clay,32,C,174,3581,671218.96
2016-7027,Nanchang CH,Hard,32,C,150,3234,720565.14
2016-7073,Cortina CH,Clay,32,C,160,2719,558126.16
2016-7077,Prague CH,Clay,32,C,166,4156,667645.31
2016-7083,Istanbul CH,Hard,32,C,150,3057,631063.47
2016-7085,Biella CH,Clay,32,C,166,3829,494013.45
2016-7093,Meknes CH,Clay,32,C,150,2814,731555.72
2016-7095,Kenitra CH,Clay,32,C,153,3019,599249.18
2016-7100,Pune CH,Hard,32,C,151,3614,595213.02
2016-7121,Brescia CH,Hard,32,C,143,3552,618422.67
2016-7161,Quito,Clay,32,A,156,3630,695701.75
2016-7163,Istanbul,Clay,32,A,157,3993,804362.52
2016-7182,Happy Valley CH,Hard,32,C,193,2730,554426.23
2016-7201,Santo Domingo CH,Clay,32,C,185,2902,694342.88
2016-7203,Launceston CH,Hard,32,C,156,4105,935564.92
2016-7205,Wroclaw CH,Hard,32,C,186,2727,383686.42
2016-7235,Drummondville CH,Hard,32,C,178,3255,608471.02
2016-7237,Raanana CH,Hard,32,C,169,2435,687621.38
2016-7239,Napoli CH,Clay,32,C,170,4068,684842.59
2016-7243,Puebla CH,Hard,32,C,177,2333,478827.23
2016-7247,Turino CH,Clay,32,C,172,2851,585696.41
2016-7288,Seoul CH,Hard,32,C,154,2891,468743.8
2016-7290,Estoril,Clay,32,A,157,2912,580499.71
2016-7293,Manchester CH,Grass,32,C,148,3490,644122.05
2016-7295,Moscow CH,Clay,32,C,158,2050,434615.29
2016-7297,Surbiton CH,Grass,32,C,158,2938,535801.96
2016-7316,Cary CH,Hard,32,C,150,2136,394033.56
2016-7318,Columbus CH,Hard,32,C,153,3638,767360.63
2016-7333,Ho Chi Minh CH,Hard,32,C,181,3062,662464.55
2016-7335,Casablanca CH,Clay,32,C,181,1898,443129.77
2016-7339,Fairfield CH,Hard,32,C,181,3859,845714.31
2016-7341,Brest CH,Hard,32,C,147,2639,623287.58
2016-7343,Nongbo CH,Hard,32,C,147,2597,430389.12
2016-7345,Las Vegas CH,Hard,32,C,147,2353,443204.74
2016-7347,Santiago CH,Clay,32,C,147,2642,533199.51
2016-7351,Monterrey CH,Hard,32,C,181,3762,757834.76
2016-7353,Suzhou CH,Hard,32,C,151,4321,719710.09
2016-7389,Bogota CH,Clay,32,C,152,2926,525277.8
2016-7391,Guayaquil CH,Clay,32,C,179,3584,777560.98
2016-7393,Canberra CH,Hard,32,C,182,3748,810789.01
2016-7395,Buenos Aires CH,Clay,32,C,181,3383,841109.85
2016-7397,Kobe CH,Hard,32,C,152,3168,798861.47
2016-7434,Sofia,Hard,32,A,156,3462,688748.95
2016-7436,Mendoza CH,Clay,32,C,193,1900,420352.16
2016-7438,Bangkok CH,Hard,32,C,182,2616,521165.98
2016-7440,Buenos Aires CH,Clay,32,C,182,3707,719945.69
2016-7442,Manila CH,Hard,32,C,183,4533,785448.22
2016-7474,Rio de Janeiro CH,Clay,32,C,183,3896,699978.11
2016-7480,Los Cabos,Hard,32,A,189,3760,732758.58
2016-7482,Jonkoping CH,Hard,32,C,177,3466,820199.64
2016-7485,Antwerp,Hard,32,A,147,2738,594724.96
2016-7490,Gwangju CH,Hard,32,C,171,2772,462658.86
2016-7492,Nanjing CH,Clay,32,C,172,2462,551657.32
2016-7494,Barletta CH,Clay,32,C,171,3900,737517.06
2016-7496,Zhuhai CH,Hard,32,C,177,4066,634995.89
2016-7498,Bangkok CH,Hard,32,C,180,2659,607208.99
2016-7536,Lyon CH,Clay,32,C,158,2680,574112.69
2016-7540,Bastad CH,Clay,32,C,149,3867,639221.14
2016-7542,Winnipeg CH,Hard,32,C,165,1738,405708.37
2016-7553,Chengdu CH,Hard,32,C,160,3551,551056.44
2016-7555,Qingdao CH,Clay,32,C,189,3799,600848.11
2016-7557,Gatineau CH,Hard,32,C,189,4048,827359.02
2016-7559,Fano CH,Clay,32,C,189,3661,799330.91
2016-7561,Bangkok CH,Hard,32,C,163,1928,345714.04
2016-7563,Curitiba CH,Hard,32,C,163,2619,548687.93
2016-7581,Chengdu,Hard,32,A,173,3722,882300.56
2016-7584,Budapest CH,Hard,32,C,151,4182,982625.97
2016-7586,Canberra CH,Hard,32,C,179,3347,546861.42
2016-7614,Astana CH,Hard,32,C,145,3135,555708.14
2016-7664,Columbus CH,Hard,32,C,145,3215,700139.1
2016-9001,Perugia CH,Clay,32,C,175,3098,607639.49
2016-9003,Poprad CH,Clay,32,C,175,2532,509686.05
2016-9005,Ilkley CH,Grass,32,C,175,2558,422028.38
2016-9028,Manerbio CH,Clay,32,C,162,4993,844757.58
2016-M053,Lahaina CH,Hard,32,C,184,3002,647217.27
2016-M055,Lexington CH,Hard,32,C,166,3488,711343.17
2017-0083,Eckental CH,Hard,32,C,108,3930,831133.09
2017-0091,Kyoto CH,Hard,32,C,102,2661,514512.97
2017-0213,San Luis Potosi CH,Clay,32,C,128,4284,888975.7
2017-0221,Tampere CH,Clay,32,C,121,2704,492639.15
2017-0228,Winnetka CH,Hard,32,C,114,1601,308295.23
2017-0252,Medellin CH,Clay,32,C,114,3374,690043.74
2017-0301,Auckland,Hard,32,A,138,2430,576843.75
2017-0308,Munich,Clay,32,A,136,4432,730517.57
2017-0311,Queen's Club,Grass,32,A,123,3930,717229.46
2017-0314,Gstaad,Clay,32,A,121,2642,552197.05
2017-0315,Newport,Grass,32,A,113,3611,572908.63
2017-0316,Bastad,Clay,32,A,113,4094,786244.47
2017-0319,Kitzbuhel,Clay,32,A,137,3245,729311.11
2017-0321,Stuttgart,Grass,32,A,119,4090,813927.15
2017-0322,Geneva,Clay,32,A,95,4476,819162.39
2017-0328,Basel,Hard,32,A,124,3402,714059.45
2017-0329,Tokyo,Hard,32,A,98,3690,582892.45
2017-0337,Vienna,Hard,32,A,124,2178,470360.02
2017-0341,Metz,Hard,32,A,109,3416,700522.46
2017-0352,Paris Masters,Hard,64,M,108,4521,732637.33
